org,repo,datalake,github
Microsoft,iCMS_WDG_Pilot_II_Prod_es-CO,0,0
Microsoft,ionic2-starter-blank,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_ha-Latn-NG,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_lt-LT,0,0
Microsoft,tfsgit-pr-injector,8,8
Microsoft,Imagine_street-racing,0,0
Microsoft,DirectXTK12,18,18
Microsoft,XamarinAzure_ShoppingDemoApp,6,6
Microsoft,dotnet-computevirtualization-tests,5,5
Microsoft,templates.vs.com,1,1
Microsoft,vstest,799,0
Microsoft,satcheljs-todomvc,7,7
Microsoft,vsts-dockerfiles,2,2
Microsoft,Console-Docs,1,1
Microsoft,iCMS_WDG_Pilot_II_Prod_en-ZA,0,0
Microsoft,gulp-core-build,15,15
Microsoft,iCMS_WDG_Pilot_II_Prod_he-IL,0,0
Microsoft,load-themed-styles,4,7
Microsoft,iCMS_WDG_Pilot_II_Prod_pl-PL,0,0
Microsoft,edx-configuration,14,15
Microsoft,iCMS_WDG_Pilot_II_Prod_sl-SI,0,0
Microsoft,CMakeDebug,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_th-TH,0,0
Microsoft,DSC-data-driven-deployment,21,26
Microsoft,CortanaSkillsAscend,4,4
Microsoft,Microsoft-graph-docs_es-es,0,0
Microsoft,sarif-viewer-vsix,37,37
Microsoft,techcasestudies,18,19
Microsoft,Out-of-Office-Addin,0,0
Microsoft,pxt-neopixel,11,11
Microsoft,openpublishing-vscode-markdown,5,5
Microsoft,Azure-SQL-DB-auditing-OMS-integration-samples,0,0
Microsoft,Cognitive-LUIS-Windows,35,35
Microsoft,LastTest_fr-FR,0,0
Microsoft,LightGBM,496,0
Microsoft,OD-NetCaps,0,0
Microsoft,gulp-core-build-webpack,6,6
Microsoft,oxa-tools-config,55,58
Microsoft,dts-gen,53,58
Microsoft,OnPrem-Cloud,0,0
Microsoft,Techcon_dogfooding2_de-DE,0,0
Microsoft,DevSkim-Sublime-Plugin,10,10
Microsoft,Techcon_dogfooding2_es-ES,0,0
Microsoft,project-rome,12,12
Microsoft,Git-Process-Management,85,85
Microsoft,TestManagementPacks,0,0
Microsoft,sp-dev-docs.de_de,0,0
Microsoft,BotBuilder-Azure,12,12
Microsoft,vscode-markdown-atom-grammar,0,0
Microsoft,csi-docs,30,30
Microsoft,web-build-tools,171,176
Microsoft,xbox-live-unity-plugin,43,43
Microsoft,BikeSharing360_Websites,7,7
Microsoft,bing-knowledge-graph-explorer,0,0
Microsoft,PowerBI-visuals-ClusterMap,23,23
Microsoft,DSC-EA,0,0
Microsoft,smartfactory_toolkit,0,0
Microsoft,PageTesting,0,0
Microsoft,ospo-ghcrawler,87,87
Microsoft,HealthChecker,0,0
Microsoft,Cognitive-Custom-Speech-Service,1,1
Microsoft,xbox-live-samples,35,35
Microsoft,AL,193,193
Microsoft,depcontrols,0,0
Microsoft,sf-compose,0,0
Microsoft,AzureMonitorAddonForSplunk,4,4
Microsoft,PowerBI-visuals-TimeBrush,27,0
Microsoft,delete-me-please,0,0
Microsoft,toronto-docs,0,0
Microsoft,Windows-appsample-get-started-js3d,0,0
Microsoft,RS2-BugBash2-Feb17,272,272
Microsoft,VS2017-RTM-Xamarin-Cycle-9-Forms-Azure-Sample,0,0
Microsoft,powerbi-visuals-timeseriesdecomposition,3,3
Microsoft,vssetup.powershell,20,20
Microsoft,BotFramework-Samples,0,0
Microsoft,powerbi-visuals-mekkochart,1,1
Microsoft,git,0,0
Microsoft,GVFS,23,23
Microsoft,WebPlatformInstallerFeed,8,14
Microsoft,VSPackageDesigner,0,0
Microsoft,rras-utils,0,0
Microsoft,healthvault-java-sdk,4,4
Microsoft,pxt-minecraft-built,0,0
Microsoft,BLIS-SDK-SAMPLE,0,0
Microsoft,mico-fs-mbed-os5,0,0
Microsoft,tfs-cli-privacy,0,0
Microsoft,MRDesignLabs_Unity_Notes,0,0
Microsoft,openshift-origin,4,4
Microsoft,docker-buildx,0,0
Microsoft,Cognitive-Face-DotNetCore,0,0
Microsoft,movie-db-java-on-gcp,0,0
Microsoft,mobile-center-plugin-fastlane,0,0
Microsoft,SubscribableEvent,0,0
Microsoft,ctsTraffic,1,1
Microsoft,map-explorer,0,0
Microsoft,PartnerCenterPowerShellModule,0,10
Microsoft,dynamic-layout-sample,0,0
Microsoft,solitaire-wp,0,0
Microsoft,surveillance-camera,0,0
Microsoft,nokia-x-notifications-samples,0,0
Microsoft,mesos-azure,0,0
Microsoft,java-example-fraud-score,0,0
Microsoft,msopentech-tools-for-intellij,383,0
Microsoft,Lumia-Imaging-SDK-Extras,2,2
Microsoft,referencesource,15,17
Microsoft,o365rwsclient,11,11
Microsoft,Azure-Websites-Tool-for-Linux,0,0
Microsoft,Microsoft.IO.RecyclableMemoryStream,42,44
Microsoft,EDK2,94,94
Microsoft,CppLab,1,0
Microsoft,Incast,1,1
Microsoft,msbuild,2077,0
Microsoft,dotnet-tools,23,23
Microsoft,ApplicationInsights-JS,459,0
Microsoft,node-v0.12,23,23
Microsoft,Tocino,0,0
Microsoft,vsts-extension-samples,55,56
Microsoft,PartsUnlimitedMRP,122,0
Microsoft,Office-Online-Test-Tools-and-Documentation,315,0
Microsoft,WindowsUIDevLabs,210,0
Microsoft,psci-lib,0,0
Microsoft,mwt-ds-explore-test,0,0
Microsoft,3-in-1-dock,3,3
Microsoft,WingTipTickets,25,26
Microsoft,ospo-scanning,0,0
Microsoft,code-push,435,0
Microsoft,Virtualization-Documentation-Private,327,327
Microsoft,ApplicationInsights-Announcements,14,14
Microsoft,nodejs-guidelines,65,0
Microsoft,vscode-connect,1,0
Microsoft,Bowtie,60,61
Microsoft,java-vm-creation-private,57,62
Microsoft,vscode-debugadapter-node,114,114
Microsoft,Apache-Provider,10,10
Microsoft,ivy,5,5
Microsoft,KafkaDiskRebalancerTool,0,0
Microsoft,vscode-update-server,11,11
Microsoft,vsts-jenkins-build-integration-sample,0,0
Microsoft,CNTK-exp-private,0,0
Microsoft,HoloToolkit-Unity,658,0
Microsoft,ospo-witness,5,5
Microsoft,kindscript-microbit-skeleton,0,0
Microsoft,Loop-Android-SDK,179,179
Microsoft,TypeSearch,18,0
Microsoft,PowerBI-Angular2,0,0
Microsoft,leaf-plugin-vcq,8,8
Microsoft,deprecated-pxt-makerjs,0,0
Microsoft,IdentityARMTemplates,0,0
Microsoft,ApplicationInsights-statsd,0,0
Microsoft,OMS-Ingestion-API-Binding-CSharp,2,2
Microsoft,Loop-Sample-Location-IOS,6,6
Microsoft,Cognitive-Face-Windows,28,0
Microsoft,vscode-uri,8,8
Microsoft,BotFrameworkDocsV1,0,0
Microsoft,BotFramework-WebChat,434,457
Microsoft,sqltoolsservice,339,0
Microsoft,PowerBI-visuals-tree,9,0
Microsoft,sarif-viewer-vscode,4,4
Microsoft,Dynamics-AX-Scripts,0,0
Microsoft,appium,2,2
Microsoft,DevSkim,11,11
Microsoft,TheanoPTest,0,0
Microsoft,PowerBI-visuals-something,0,0
Microsoft,common-data-model,36,37
Microsoft,mssql-conf,3,3
Microsoft,Microsoft-graph-docs_ja-jp,0,0
Microsoft,Microsoft-graph-docs_de-de,0,0
Microsoft,hd-vm,23,39
Microsoft,OpenType-SVG-Font-Editor,0,0
Microsoft,ICMSE2ETest_de-DE,0,0
Microsoft,groove-api-sdk-csharp,15,16
Microsoft,Techcon_dogfooding_de-DE,0,0
Microsoft,techcon_dogfooding_mt,0,0
Microsoft,TestDemoKev_zh-TW,0,0
Microsoft,appium-windows-driver,0,0
Microsoft,Windows-appsample-coloringbook,1,1
Microsoft,BashOnWindows-Test,6,6
Microsoft,developer,2,2
Microsoft,tigertoolbox,42,0
Microsoft,AzureNotebooks,93,0
Microsoft,LoopBox-InputProcessor,1,1
Microsoft,BotBuilder-Location,104,0
Microsoft,deprecated-pxt-microbitorg-built,0,0
Microsoft,MLCluster,0,0
Microsoft,PowerBI-visuals-AsterPlot,5,5
Microsoft,types-registry,0,0
Microsoft,powerbi-visuals-sanddance,2,2
Microsoft,vscode-azure-pack,3,3
Microsoft,Infer.NET,0,0
Microsoft,Essex-PowerBI-visuals-base,10,10
Microsoft,DLWorkspace,2,5
Microsoft,powerbi-visuals-dotplot,2,2
Microsoft,powerbi-visuals-streamgraph,2,2
Microsoft,HomeTeam,0,0
Microsoft,configure-azure-appservice-private-npm-feed,0,0
Microsoft,BotFramework-DirectLineJS,21,21
Microsoft,graph-test,0,0
Microsoft,BingMapsV8CodeSamples,2,2
Microsoft,line-bot-awards-azure-starter-kit,0,0
Microsoft,demo-first-response-online,1,1
Microsoft,mobile-center-quickstart-ios,0,0
Microsoft,organizational-sticky-notes,0,0
Microsoft,Picnic,1,1
Microsoft,Smart-Energy-Foundation-Demo-Stack,0,0
Microsoft,powerbi-visuals-heatmap,1,1
Microsoft,movie-db-java-on-azure,44,66
Microsoft,ctsTraffic,1,1
Microsoft,azureIotdevkitscript,4,63
Microsoft,myhealthclinic2017,0,0
Microsoft,slow-cheetah,38,38
Microsoft,archi-builder,0,0
Microsoft,CRA,0,0
Microsoft,IPC.Bond,0,0
Microsoft,FourQlib,0,0
Microsoft,TypeScript-Knockout-Starter,0,0
Microsoft,launchapp-tag-maker,0,0
Microsoft,maps-samples,0,0
Microsoft,iOS-LensRocket,0,0
Microsoft,microsoft.github.io,138,140
Microsoft,Docker.DotNet,201,0
Microsoft,Test-CLA-Hub-PPE,3,0
Microsoft,ApplicationInsights-PHP,26,26
Microsoft,ConnectedServicesSdkSamples,7,7
Microsoft,moodle-local_msaccount,2,2
Microsoft,moodle-local_microsoftservices,0,0
Microsoft,compiler-rt,1,1
Microsoft,IssueLens,0,0
Microsoft,HockeyApp-SDKsAndApps-Resources,0,0
Microsoft,perfview,193,0
Microsoft,RoomAliveToolkit,10,0
Microsoft,TypeScript-Emacs-Plugin,0,0
Microsoft,maker.js,243,253
Microsoft,libnetwork,0,0
Microsoft,NFC-Class-Extension-Driver,18,23
Microsoft,microsoft-deployment-accelerator-for-hybris-on-azure,6,6
Microsoft,mwt-ds-explore-csharp,0,0
Microsoft,vsts-zendesk-app,32,34
Microsoft,ApplicationInsights-App-Windows,8,8
Microsoft,xunit-performance,221,226
Microsoft,DockerTools,12,0
Microsoft,NativeTooling,0,0
Microsoft,code-push-site-private,36,38
Microsoft,taco-simulate,4,4
Microsoft,vscode-comment,11,11
Microsoft,code-push-vsts-extension,26,26
Microsoft,vscode-jshint,44,44
Microsoft,Mobius,656,0
Microsoft,vsts-developer-tools,51,0
Microsoft,ts-api-checker,0,0
Microsoft,vscode-themes,23,24
Microsoft,microbit-chrome,2,2
Microsoft,vscode-languageserver-node-example,34,34
Microsoft,SDN,96,0
Microsoft,VS-PPT,134,0
Microsoft,ux_guidelines_it-it,0,0
Microsoft,ux_guidelines_ja-jp,0,0
Microsoft,ux_guidelines_ru-ru,0,0
Microsoft,vsts-agent-cookbook,5,7
Microsoft,vscode-react-native,444,0
Microsoft,VBA-content_pt-br,0,0
Microsoft,Sway_it-it,0,0
Microsoft,Networking-acs-sswsdk,0,0
Microsoft,GetVSTSBuildUsage,2,0
Microsoft,vscode-nls,13,13
Microsoft,java-azure-samples-private,6,6
Microsoft,son.net,0,0
Microsoft,MSR-SocialPlus-Android-SDK,3,3
Microsoft,pxt-minecraft,209,252
Microsoft,SCXcore-osskits,1,1
Microsoft,release-extensions,0,0
Microsoft,vsglimpse,0,0
Microsoft,Angara.Flow,0,0
Microsoft,OFFICE365URLSandIPADDRESS,0,0
Microsoft,App-Extensibility-Sample,4,4
Microsoft,VS-Macros,42,42
Microsoft,grunt-jade2amd,1,1
Microsoft,AwaitAdapters,5,5
Microsoft,Reporting-Services,21,0
Microsoft,deprecated-pxt-microbit-cppsample,0,0
Microsoft,AzureBot,137,138
Microsoft,vsts-artifactory,0,0
Microsoft,Cognitive-Vision-Windows,17,0
Microsoft,Cognitive-Video-Windows,9,0
Microsoft,mobile-center-sdk-android,430,0
Microsoft,jschema,5,5
Microsoft,ospo-opensource,48,0
Microsoft,URTEST_TERU,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_az-Latn-AZ,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_en-HK,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_et-EE,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_eu-ES,0,0
Microsoft,projection-grid,69,69
Microsoft,AzureSMR,55,0
Microsoft,cdm-sandbox,7,7
Microsoft,windows-itpro-docs,186,194
Microsoft,node-fast-plist,0,0
Microsoft,KN,0,0
Microsoft,MIEngineLauncher,0,0
Microsoft,monaco-html,3,3
Microsoft,mobile-center-cli,147,182
Microsoft,Cognitive-Video-FaceTracker,0,0
Microsoft,Microsoft.Shared.Dna.Json,5,5
Microsoft,iis-docker,35,0
Microsoft,Delayed-Compensation-Asynchronous-Stochastic-Gradient-Descent-for-Multiverso,0,0
Microsoft,pxt-deployment-config,0,1
Microsoft,LoopBox-Service,70,73
Microsoft,pxt-microbit-built,0,0
Microsoft,pxt-calliope-built,0,0
Microsoft,SoftFlash,0,0
Microsoft,rms,0,0
Microsoft,PresentationInABox,2,2
Microsoft,pxt-microbit-vscode,2,2
Microsoft,SimpleRestClients,2,2
Microsoft,mobile-center-sdk-specs,1,1
Microsoft,powerbi-visuals-utils-tooltiputils,10,10
Microsoft,pxt-littlebits-arduino,0,0
Microsoft,bkg-api-docs,1,1
Microsoft,WakeYourPC_WebApp,0,0
Microsoft,Prague,74,74
Microsoft,MyShuttle2,0,0
Microsoft,PowerBI-visuals-StrippetsBrowser,54,54
Microsoft,PowerBI-visuals-AttributeSlicer,34,34
Microsoft,powerbi-visuals-enhancedscatter,6,6
Microsoft,ghcrawler-dashboard,23,23
Microsoft,ProjectScotty,0,0
Microsoft,sherlock-oms-ct,0,0
Microsoft,WinDevPlatStatus,1,1
Microsoft,developer-immersion-data,1,1
Microsoft,ghcrawler-cli,6,7
Microsoft,kaizala-docs,0,0
Microsoft,ghcrawler-datalake-etl,3,3
Microsoft,mtc-hacks,0,0
Microsoft,omi-kits,0,1
Microsoft,BotBuilder-Speech,0,0
Microsoft,transfer_url_test_2,0,0
Microsoft,PowerBI-visuals-forcastingarima-interactive,0,0
Microsoft,NetAdapter-Cx-Driver-Samples,4,4
Microsoft,healthvault-fhir-library,1,1
Microsoft,lsvmtools,0,0
Microsoft,TypeScript-React-Starter,4,4
Microsoft,photo-inspector,2,2
Microsoft,media-viewer,0,0
Microsoft,angle,119,0
Microsoft,cocos2d-x-3rd-party-libs-bin,2,2
Microsoft,.NET-Micro-Framework,0,0
Microsoft,js-example-fraud-score,2,2
Microsoft,vso-agent,322,0
Microsoft,ApplicationInsights-Ruby,21,21
Microsoft,poshtools,712,712
Microsoft,moodle-filter_oembed,10,10
Microsoft,msosscentralcontent-PRIVATE,0,0
Microsoft,osscontent-for-DPS-PRIVATE,1,1
Microsoft,docker,3,3
Microsoft,elasticsearch,0,0
Microsoft,SecureFirmware32,4,4
Microsoft,ApplicationInsights-aspnetcore,413,431
Microsoft,distribution,0,0
Microsoft,azure-content,4,4
Microsoft,federalist,1,1
Microsoft,tslint-microsoft-contrib,370,370
Microsoft,TACO,323,323
Microsoft,VisualCpp,0,0
Microsoft,vscode-editorconfig,10,10
Microsoft,vscode-samples,10,11
Microsoft,cordova-simulate,236,237
Microsoft,vscode-extension-vscode,61,0
Microsoft,ospo-witty-issues,0,0
Microsoft,GraphView,13,13
Microsoft,ServiceProfiler,0,0
Microsoft,OMS-docker,25,30
Microsoft,libobjc2,1,1
Microsoft,windows-10-technet,0,0
Microsoft,vsts-extension-telemetry-service,0,0
Microsoft,thrifty,141,142
Microsoft,win-cpub-itpro-docs,726,732
Microsoft,dotnet-computevirtualization,23,23
Microsoft,vscode-sign-worker,0,0
Microsoft,GalaxyExplorer,85,87
Microsoft,Dynamics-AX-Extensible-Control-Samples,0,0
Microsoft,Docker-PowerShell,181,182
Microsoft,vcc,3,3
Microsoft,Windows-appsample-familynotes,1,1
Microsoft,RetryOperationHelper,1,1
Microsoft,ws2016lab-private,6,6
Microsoft,u-boot-iMX6,0,0
Microsoft,vsts-urbancode-deploy,4,4
Microsoft,OMS-Ingestion-API-Binding-Ruby,2,2
Microsoft,hyperv-intern2016,65,65
Microsoft,BLTest2,0,0
Microsoft,Cognitive-Vision-Android,14,15
Microsoft,mwt-ds-web-api-deprecated-,1,1
Microsoft,HoloLensCompanionKit,117,0
Microsoft,visualstudio.xunit-msft,0,0
Microsoft,UWPExperiences,2,2
Microsoft,iCMS_WDG_Pilot_II_Prod_ko-KR,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_sv-SE,0,0
Microsoft,mstest.testframework,0,0
Microsoft,Bing-Maps-V8-TypeScript-Definitions,14,14
Microsoft,loader-set-webpack-public-path,0,0
Microsoft,templates.starterkit,0,0
Microsoft,BPerf,11,11
Microsoft,IIS.WebManager,10,10
Microsoft,Techcon_dogfooding_pt-BR,0,0
Microsoft,Techcon_dogfooding_fr-FR,0,0
Microsoft,tedchambDocTest,1,1
Microsoft,techcon_test_MT,0,0
Microsoft,vsts-rm-artifactdownloader,0,0
Microsoft,BotBuilder-Samples,111,119
Microsoft,pxt-calliope-core,1,1
Microsoft,sample-repo-gen-tool,0,3
Microsoft,dotnet-framework-docker,15,16
Microsoft,vs-validation,12,12
Microsoft,ApplicationInsights-generator,0,0
Microsoft,DevSkim-VisualStudio,0,0
Microsoft,ospo-ghtorrent-ansible,2,2
Microsoft,MLClusterNotebook,0,0
Microsoft,sp-dev-docs.ja_jp,0,0
Microsoft,powerbi-visuals-utils-dataviewutils,12,12
Microsoft,OMS-Automation,8,8
Microsoft,HoloLabs,0,0
Microsoft,BingMapsRESTToolkit,6,6
Microsoft,PowerBI-visuals-NetworkNavigator,24,24
Microsoft,pxt-adafruit-built,0,0
Microsoft,Test,0,0
Microsoft,GVFS.packages,0,0
Microsoft,vscode-performance-tools,0,0
Microsoft,pxt-retro-built,0,0
Microsoft,NanoServerTools,0,0
Microsoft,ASC-PS-Module,4,4
Microsoft,Partner-Center-Bot,0,0
Microsoft,RIoT,2,2
Microsoft,BikeSharing360_DevOps,0,0
Microsoft,WindowsRuntimeAPIs_Javascript_snippets,0,1
Microsoft,MRDesignLabs,1,1
Microsoft,ospo-jmw-api-test,0,0
Microsoft,openshift-container-platform,2,2
Microsoft,aiimmersion-resources,0,0
Microsoft,SensorKit,0,0
Microsoft,music-explorer,1,1
Microsoft,sudokumaster-wp,0,0
Microsoft,cpprestsdk,436,0
Microsoft,BeanSpy,3,3
Microsoft,clang-tools-extra,19,19
Microsoft,vsts-build-test-samples,6,6
Microsoft,WindowsTooling-Samples,0,0
Microsoft,Microsoft-Message-Bridge,0,0
Microsoft,PTVS-Samples,6,6
Microsoft,Templates,0,0
Microsoft,ApplicationInsights-Xamarin,28,28
Microsoft,vso-intellij,79,0
Microsoft,dotnetversion,0,0
Microsoft,ntttcp-for-linux,4,4
Microsoft,dockertools-sampleprojects,0,0
Microsoft,vscode-node-debug,142,0
Microsoft,multiverso-next,17,17
Microsoft,vscode-editor-distro,0,0
Microsoft,orca,1,1
Microsoft,Build-OMS-Agent-for-Linux,25,0
Microsoft,CSP-Explorer,0,0
Microsoft,myVSO,0,0
Microsoft,IntuneMAMiOSIntegrator,2,2
Microsoft,pxt,2050,0
Microsoft,VBA-content_ru-ru,0,0
Microsoft,Windows-appsample-huelightcontroller,2,2
Microsoft,UWPQuickStart,2,2
Microsoft,CaptionBot,4,4
Microsoft,sql-server-samples,209,0
Microsoft,3D-Scanning-Station,0,0
Microsoft,Windows-Social-Samples,1,1
Microsoft,statsd,0,0
Microsoft,WinAppDriver,185,0
Microsoft,passport-vsts,4,4
Microsoft,swift-corelibs-foundation,0,0
Microsoft,vsts-rm-extensions,219,223
Microsoft,Office365Endpoints,2,2
Microsoft,typescript-build2016-demos,6,0
Microsoft,node-benchmarking,2,2
Microsoft,PowerBI-Cli,59,63
Microsoft,ionic-typescript-blank,1,1
Microsoft,Imagine_bing-maps-api,0,0
Microsoft,pgtester,4,4
Microsoft,Loop-Sample-Location-Android,10,10
Microsoft,Cognitive-TextAnalytics-Android,0,0
Microsoft,Cognitive-Emotion-Windows,18,18
Microsoft,Cognitive-SpeakerRecognition-Python,6,6
Microsoft,ionic2-starter-sidemenu,0,0
Microsoft,DocsRoot,55,55
Microsoft,monaco-css,0,0
Microsoft,ospo-mail2bug,5,5
Microsoft,iCMS_WDG_Pilot_II_Prod_am-ET,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_da-DK,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_ml-IN,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_nb-NO,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_sq-AL,0,0
Microsoft,Windows-Time-Calibration-Tools,20,26
Microsoft,azure-acs-plugin,3,3
Microsoft,MPTemplates,0,0
Microsoft,ospo-witness-extension-security,10,10
Microsoft,PowerBI-visuals-sampleBarChart,19,0
Microsoft,FetchClimate,0,0
Microsoft,gulp-core-build-sass,7,7
Microsoft,pxt-max6675,2,2
Microsoft,uwp-experiences,36,36
Microsoft,mssql-jdbc,283,285
Microsoft,Plant-Sensor,0,0
Microsoft,mala,0,0
Microsoft,Microsoft-graph-docs_pt-br,0,0
Microsoft,skytest_fi-FI,0,0
Microsoft,Techcon_test2_ru-RU,0,0
Microsoft,Techcon_test2_es-ES,0,0
Microsoft,Techcon_dogfooding2,0,0
Microsoft,deprecated-pxt-microbitex,0,0
Microsoft,LastTest_zh-TW,0,0
Microsoft,Microsoft.Shared.Dna.Text,0,1
Microsoft,DeepVision,0,0
Microsoft,fiat,0,0
Microsoft,UnifiedVisualNet,0,0
Microsoft,WorkLifeBalance,0,0
Microsoft,PhETOfficeAddIn,0,0
Microsoft,clarity,54,76
Microsoft,DevSkim-VisualStudio-Extension,4,4
Microsoft,sp-dev-docs.pt_br,0,0
Microsoft,DialogManagement,0,0
Microsoft,visualstudio-docs,112,112
Microsoft,xbox-live-trace-analyzer,6,6
Microsoft,BikeSharing360_BotApps,3,3
Microsoft,BikeSharing360_SingleContainer,1,1
Microsoft,DirectXShaderCompiler,286,286
Microsoft,applicationinsights-vscode,4,4
Microsoft,Reactor,0,0
Microsoft,azure-iot-devkit,18,18
Microsoft,painless-config-as-code,2,2
Microsoft,xbox-live-beam-api,30,0
Microsoft,healthvault-samples,6,6
Microsoft,azure-functions-java-host,1,1
Microsoft,sample-ecommerce-microservices,0,0
Microsoft,mobile-center-app-xamarin,0,0
Microsoft,VisualStudio2017Launch_KeynoteDemos,11,11
Microsoft,Mobile-Center-Test-Generator,0,0
Microsoft,mobile-center-quickstart-android,0,0
Microsoft,Dynamics365PSA,0,1
Microsoft,pxt-arduino,0,0
Microsoft,SpringBootDocumentDB,0,0
Microsoft,BuildTourHack,1,5
Microsoft,Cognitive-CustomVision-Python,0,0
Microsoft,electron-prebuilt,0,0
Microsoft,drumkitx,0,0
Microsoft,audio-recorder,6,6
Microsoft,dsc-puppet,0,0
Microsoft,places,0,0
Microsoft,boot2dockerpowershell,0,0
Microsoft,jenkins-azure,43,43
Microsoft,TypeScript,15664,15736
Microsoft,winstore-jscompat,32,32
Microsoft,hello-sensorcore,0,0
Microsoft,dotnet,386,0
Microsoft,dotnet-apiport,418,426
Microsoft,ApplicationInsights-WordPress,9,9
Microsoft,moodle-local_office365,0,0
Microsoft,deployr-rserve,11,11
Microsoft,Sora,0,0
Microsoft,FFmpegInterop,140,0
Microsoft,libcontainer,0,0
Microsoft,ApplicationInsights-WindowsApp,1,1
Microsoft,gulp-tscc,0,0
Microsoft,NSPlist,2,3
Microsoft,getdotnet,7,7
Microsoft,cordova-plugin-code-push,243,0
Microsoft,Azure-Toolkit-for-IntelliJ,3,0
Microsoft,DataCatalog-samples,0,0
