org,repo,datalake,github
Microsoft,TSJS-lib-generator,239,249
Microsoft,vscode-docker,81,82
Microsoft,vscode-flow,0,0
Microsoft,sarif-sdk,562,564
Microsoft,driver-utilities,7,7
Microsoft,R-Host,128,136
Microsoft,vscode-distro,92,0
Microsoft,ApplicationInsights-dotnet-logging,86,89
Microsoft,CE-CSI-Test,61,61
Microsoft,front50,0,0
Microsoft,vsts-vmware,73,73
Microsoft,Coding4Fun,1,1
Microsoft,Phoenix,32,32
Microsoft,Office-js-docs_it-it,0,0
Microsoft,ux_guidelines_de-de,0,0
Microsoft,ux_guidelines_pt-br,0,0
Microsoft,Selawik,7,7
Microsoft,CNTK-docker,0,0
Microsoft,hyper-v-uefi,0,0
Microsoft,vscode-release-server,5,5
Microsoft,ostc-openssl,0,0
Microsoft,Sway_ja-jp,0,0
Microsoft,Availability-Monitor-for-Kafka,27,31
Microsoft,vsts-agent,951,0
Microsoft,azure-tools-for-java-private,308,325
Microsoft,vsts-uservoice-ui-extension,5,5
Microsoft,vscode-ios-web-debug,15,0
Microsoft,moonshine-plugin,0,0
Microsoft,moonshine-host,0,0
Microsoft,build2016-vsmobile,9,9
Microsoft,HackboxTeaser,7,7
Microsoft,crm-openpublishing-test,0,0
Microsoft,PowerBI-React,6,6
Microsoft,redie,4,4
Microsoft,vscode-kusto,3,3
Microsoft,node-request-light,1,1
Microsoft,Rosyln-Analyzer-ToStringWithoutOverride,0,0
Microsoft,nodejstools-telemetry,3,3
Microsoft,rosco,0,0
Microsoft,docsmsftblog-exp,0,0
Microsoft,azure-acs-deployment-jenkins-plugin,0,0
Microsoft,Loop-Local-Android,2,2
Microsoft,ostc-jenkins,0,0
Microsoft,virtualization-install-containers-legacy,2,2
Microsoft,ospo-vault,3,3
Microsoft,pubdesk-migration-hub,43,43
Microsoft,SaaSApp-ContosoShopkeeper,0,0
Microsoft,Code-Search,9,9
Microsoft,iCMS_WDG_Pilot_II_Prod_fa-IR,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_fil-PH,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_fr-CH,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_nl-NL,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_sk-SK,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_zh-TW,0,0
Microsoft,DesktopAppConverter,0,0
Microsoft,Range-V3-VS2015,16,18
Microsoft,Microsoft-graph-docs_fr-fr,0,0
Microsoft,vsts-azurevm-extension,88,100
Microsoft,hermes,0,0
Microsoft,Techcon_dogfooding_ja-JP,0,0
Microsoft,Techcon_dogfooding2_zh-CN,0,0
Microsoft,Techcon_dogfooding2_ja-JP,0,0
Microsoft,oxa-tools,124,130
Microsoft,cppwinrt,193,0
Microsoft,vs-servicehub,0,0
Microsoft,vsts-wsjf-extension,1,1
Microsoft,deprecated-pxt-microbitorg,0,0
Microsoft,UDE,0,0
Microsoft,DevSkim-VSCode-Plugin,5,5
Microsoft,PowerBI-visuals-sampleUsingExternalLibraries,2,2
Microsoft,PowerBI-visuals-WordCloud,6,6
Microsoft,powerbi-visuals-utils-typeutils,8,8
Microsoft,Loop-Android-SDK-Lite,0,0
Microsoft,azureiotcostcalculator,0,0
Microsoft,opensource-tags,0,0
Microsoft,sdlanalyze-app,0,0
Microsoft,vscode-tenx,0,0
Microsoft,PowerBI-visuals-FacetKey,38,38
Microsoft,iot-workshops,4,4
Microsoft,WindowsTemplateStudio,289,289
Microsoft,WindowsIISServer.Config,0,0
Microsoft,ospo-pug-view-services,0,2
Microsoft,powerbi-visuals-forcastingarima,4,4
Microsoft,pxt-blockly,32,32
Microsoft,dataprotocol-node,0,0
Microsoft,BikeSharing360_BotBuilderApps,0,0
Microsoft,ELT,1,1
Microsoft,Faceswap,321,331
Microsoft,spark-interactive-mode-ui,0,0
Microsoft,pxt-retro,6,6
Microsoft,PartsUnlimitedE2E,0,0
Microsoft,holo-bi,0,0
Microsoft,mico-shield-mbed-os5,2,2
Microsoft,VisualStudioAI,0,0
Microsoft,vscode-internalbacklog,26,26
Microsoft,Cognitive-TextAnalytics-DotNetCore,0,0
Microsoft,hackday_oss,0,0
Microsoft,jwilcox-test-1,0,0
Microsoft,ApplicationInsights-ServiceFabric,5,11
Microsoft,AzureDatalakeToolsForVSCode,0,0
Microsoft,vscode-smoketest,4,0
Microsoft,Brandon,0,0
Microsoft,andy-arduino-debugger,0,0
Microsoft,ClearScript,2,2
Microsoft,SSMA-Extensions,0,0
Microsoft,eSignForms,26,0
Microsoft,filter-effects,5,5
Microsoft,camera-explorer,1,1
Microsoft,simple-filter-mixer,0,0
Microsoft,HealthVault-Mobile-iOS-Library,4,4
Microsoft,activities,3,3
Microsoft,piwik-analytics,0,0
Microsoft,java-rbroker-framework,1,1
Microsoft,moodle-auth_oidc,24,24
Microsoft,clang,16,16
Microsoft,java-jasperreports-client-library,0,0
Microsoft,spark,1,1
Microsoft,ClangSharp,17,0
Microsoft,ApplicationInsights-CPP,11,11
Microsoft,PTVS,2513,0
Microsoft,Microsoft.Diagnostics.Tracing.Logging,5,5
Microsoft,UVAtlas,8,8
Microsoft,tslib,28,30
Microsoft,ApplicationInsights-OSX,27,27
Microsoft,ApplicationInsights-Signed,0,0
Microsoft,PowerBI-visuals-core,490,0
Microsoft,clever-aad-php,0,0
Microsoft,mwt-ds-explore-cpp,0,0
Microsoft,WinObjC,2669,2688
Microsoft,XamlBehaviors,128,0
Microsoft,HockeyApp-DevApp-for-Android,224,224
Microsoft,Wagr-Sample-Intune-iOS-App,1,1
Microsoft,lldb,8,8
Microsoft,MADP,2,2
Microsoft,language-server-protocol,242,243
Microsoft,clrmd,75,0
Microsoft,CRM-Performance-Toolkit,30,30
Microsoft,vscode-generator-code,73,73
Microsoft,vscode-wordcount,8,8
Microsoft,vsts-nuget-sample,3,3
Microsoft,XLIFF2-Object-Model,23,24
Microsoft,DockerToolsDocs,13,13
Microsoft,vscode-jscs,19,19
Microsoft,HackBoxClient,184,0
Microsoft,hdfs-mount,18,21
Microsoft,java-guidelines,1,1
Microsoft,Font-Validator,48,0
Microsoft,vscode-zoom,0,0
Microsoft,vscode-editor,0,0
Microsoft,vsts-branch-delete,1,1
Microsoft,omi,271,275
Microsoft,Build-SCXcore,5,5
Microsoft,vscom,0,0
Microsoft,sqlskim,9,9
Microsoft,edx-theme,73,77
Microsoft,vso-scvmm,28,31
Microsoft,vmextension-nodejs,0,0
Microsoft,ospo-witness-service,369,376
Microsoft,electron-crash-analyzer,0,0
Microsoft,SLAyer,6,0
Microsoft,VBA-content_it-it,0,0
Microsoft,itpro-browsers,0,0
Microsoft,windows-op-guide,27,27
Microsoft,templates.docs.msft,12,23
Microsoft,SQL-Server-R-Services-Samples,25,25
Microsoft,TpmRCDecoder,0,0
Microsoft,azure-vhd-utils,44,44
Microsoft,Power-BI-Solution-Template,1,1
Microsoft,kafka,1,1
Microsoft,vsts-dotnet-samples,11,12
Microsoft,MSITARM,26,26
Microsoft,dotnet-customer-notes,4,4
Microsoft,HockeyApp-SessionDataGenerator,0,0
Microsoft,PowerBI-visuals-tools,92,0
Microsoft,dafny,112,0
Microsoft,LogReg,0,0
Microsoft,PAX-App-Dev-Day,83,83
Microsoft,EMLL,58,0
Microsoft,vscode-swagger-html,3,3
Microsoft,malmo,528,0
Microsoft,iCMSTest-Stage_zh-CN,0,0
Microsoft,iCMSTest-Stage_ar-SA,0,0
Microsoft,Cloud-App-Security,34,34
Microsoft,Loop-Sample-Hello-IOS,15,15
Microsoft,superagent-mockery,0,0
Microsoft,Loop-Sample-Trips-IOS,19,19
Microsoft,checkedc-clang,290,293
Microsoft,vmshield,1,1
Microsoft,ostc-automation,9,27
Microsoft,deployr-api-docs,0,0
Microsoft,Cognitive-SpeakerRecognition-Android,6,6
Microsoft,iCMS_WDG_Pilot_II_Prod_bg-BG,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_en-CA,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_ja-JP,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_zh-CN,0,0
Microsoft,powerbi-visuals-dataviewsreader,3,3
Microsoft,Imagine_databases-and-loc,0,0
Microsoft,Loop-Android-Sdk-Util,0,0
Microsoft,formula,2,2
Microsoft,ospo-witness-service-ipscan,62,0
Microsoft,Dynamics365-Customer-Insights,146,146
Microsoft,mrsdeploy,0,0
Microsoft,sample-code,1,1
Microsoft,azure-webapp-plugin,5,5
Microsoft,satcheljs-trace,1,1
Microsoft,Resource-Static-Analysis,8,8
Microsoft,loader-raw-script,0,0
Microsoft,InsiderTest,0,0
Microsoft,pxt-sonar,0,0
Microsoft,Techcon_test2_fr-FR,0,0
Microsoft,eslint-microsoft-contrib,0,0
Microsoft,Business-platform-solution-templates,0,0
Microsoft,vsts-agent-docker,29,0
Microsoft,vs-streamjsonrpc,37,37
Microsoft,officedevdocs,8,8
Microsoft,vsts-extension-multivalue-control,17,18
Microsoft,SqlNexus,25,25
Microsoft,deep-learning-container,0,0
Microsoft,R-Interop,1,2
Microsoft,pxt-adafruit-circuit-playground-built,0,0
Microsoft,DynamicSelfHelp,1,0
Microsoft,WindowsDNSServer.Config,0,0
Microsoft,LoopBox-InputAdapter-Twilio,5,5
Microsoft,LoopBox-InputAdapter-Android,0,0
Microsoft,powerbi-visuals-sunburst,9,9
Microsoft,AdaptiveCards,315,319
Microsoft,cordova-app-recipe-finance,0,0
Microsoft,ospo-crawler-dashboard,19,19
Microsoft,typed-rest-client,2,2
Microsoft,vswhere,66,0
Microsoft,CSSSQLSupportToolBox,0,0
Microsoft,ospo-witness-chrome,0,0
Microsoft,AwesomeFastMath,0,0
Microsoft,mvp,0,0
Microsoft,HEX-Migration-Toolkit,0,0
Microsoft,testfx-docs,11,11
Microsoft,almvm,18,18
Microsoft,MSRC-Microsoft-Security-Updates-API,12,0
Microsoft,Windows-appsample-get-started-js2d,0,0
Microsoft,definitelytyped-header-parser,1,4
Microsoft,Localization,2,2
Microsoft,CortanaSkills.NET,0,0
Microsoft,hackday_io_oss,0,0
Microsoft,code-challenges,19,19
Microsoft,IPC,12,15
Microsoft,Cognitive-Vision-DotNetCore,0,0
Microsoft,Windows-tutorials-WebVR,0,0
Microsoft,cocos2d-x,192,0
Microsoft,nfc-talk,0,0
Microsoft,rate-my-app,52,52
Microsoft,optical-reader,2,2
Microsoft,windows-phone-callout-project,0,0
Microsoft,TouchDevelop,489,0
Microsoft,TypeScript-Vim-Plugin,6,6
Microsoft,Windows-appsample-rssreader,7,7
Microsoft,x-plat,0,0
Microsoft,ApplicationInsights-App-iOS,1,1
Microsoft,hcsshim,113,0
Microsoft,llvm-cppstat,1,0
Microsoft,ETW2JSON,3,3
Microsoft,sails-hook-federalist-ms,0,0
Microsoft,vscode-vsce,170,0
Microsoft,ChakraFull,0,0
Microsoft,DSCPullServer,0,0
Microsoft,ApplicationInsights-server-cpp,8,8
Microsoft,linkcheckermd,22,22
Microsoft,taco-plugin-devicesync,0,0
Microsoft,SQL-Docs,1,1
Microsoft,msdn-content,5,5
Microsoft,vscode-spell-check,72,72
Microsoft,Git-Credential-Manager-for-Mac-and-Linux,67,67
Microsoft,HoloToolkit,100,0
Microsoft,msnuget,0,0
Microsoft,ux_guidelines_es-es,0,0
Microsoft,Cognitive-Documentation,235,213
Microsoft,iCMSTestGlobal-Stage,0,0
Microsoft,IoT-Foosball,0,0
Microsoft,CE-CSI-Doc,0,0
Microsoft,idevice-app-launcher,2,2
Microsoft,Windows-Store-submission-API,0,0
Microsoft,backbone-toolbar,6,9
Microsoft,OTP4LTE-U,1,1
Microsoft,BashOnWindows,2076,0
Microsoft,trustcenterchina-sandbox,0,0
Microsoft,AZRDAV,4,0
Microsoft,SQL-R-Services-Perf-Tuning,0,0
Microsoft,GHSTest,128,128
Microsoft,Cognitive-Vision-Python,7,7
Microsoft,ionic2-starter-tabs,0,0
Microsoft,wopi-validator-cli-python,8,8
Microsoft,ionic2-typescript-tabs,4,4
Microsoft,uwp-shop-analytics-sample,5,6
Microsoft,powerbi-models,48,49
Microsoft,powerbi-router,0,0
Microsoft,vsts-authentication-library-for-java,9,11
Microsoft,Cognitive-Recommendations-Windows,3,3
Microsoft,iCMS_WDG_Pilot_II_Prod,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_be-BY,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_en-IN,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_fr-BE,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_fr-CA,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_mk-MK,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_ro-RO,0,0
Microsoft,Imagine_wiki-maker,0,0
Microsoft,SkypeBotsWithMedia,0,0
Microsoft,deep_learning_tools_for_dsvm,25,0
Microsoft,logstash-output-application-insights,0,0
Microsoft,Console,1,1
Microsoft,loader-load-themed-styles,0,0
Microsoft,vscode-telemetry-health,2,2
Microsoft,GitHubPRValidator,2,2
Microsoft,Visual-Audience-Polling,0,0
Microsoft,mobile-center-sdk-react-native,32,32
Microsoft,AdminRepo_fr-FR,0,0
Microsoft,Techcon_test2_zh-TW,0,0
Microsoft,psi,0,0
Microsoft,Static-Module-Verifier,22,0
Microsoft,TestDemoKev_fr-FR,0,0
Microsoft,busiotools,3,3
Microsoft,WakeYourPC_Agent,0,0
Microsoft,PowerBI-visuals-sampleCorrPlotRVisual,0,1
Microsoft,templates.docs.msft.pdf,2,2
Microsoft,BertrandNashEquilibriumComputation,0,0
Microsoft,vcppdocs,266,266
Microsoft,LoopBox-DomainProcessor-Music,0,0
Microsoft,MTCSVDemos,0,0
Microsoft,BioModelAnalyzer,8,8
Microsoft,TPMBot,0,0
Microsoft,ShuttleExplorer,0,0
Microsoft,uf2-samd21,20,20
Microsoft,powerbi-visuals-bulletchart,6,6
Microsoft,BikeSharing360_BackendServices,10,0
Microsoft,SqlSupportTools,0,0
Microsoft,DevOps-Immersion,0,0
Microsoft,HoloJS,32,32
Microsoft,r-server-hospital-length-of-stay,4,4
Microsoft,refreshing-config,5,5
Microsoft,vscode-debug-handshake,0,0
Microsoft,timelinestoryteller,32,32
Microsoft,Partner-Center-Bot,0,0
Microsoft,homebrew-msodbcsql-test,0,0
Microsoft,BotFramework-Hubot,3,3
Microsoft,wcf-docker,5,5
Microsoft,pxt-chibitronics,13,15
Microsoft,educonnect-plugins,0,0
Microsoft,bond-grpc-examples,0,0
Microsoft,PowerBI-visuals-clustering-kmeans-interactive,0,0
Microsoft,TestApi,0,0
Microsoft,OpenAPI,0,0
Microsoft,Recognizers-Text,4,4
Microsoft,DataInsightsAsia,0,1
Microsoft,AzureAutomation-VM-TestTools-for-Linux,0,0
Microsoft,dotnet-security,0,0
Microsoft,DataMigrationTeam,0,0
Microsoft,ModSecurity,0,0
Microsoft,weekly-planner-wp,0,0
Microsoft,rss-reader-wp,1,1
Microsoft,drumkit-wp,1,1
Microsoft,knife-azure,0,0
Microsoft,BlobDefrag,0,0
Microsoft,kinect-ripple,6,6
Microsoft,TypeScript-Sublime-Plugin,606,0
Microsoft,CppCodingStandards,69,70
Microsoft,moodle-repository_onenote,0,0
Microsoft,commercialhaskell,0,0
Microsoft,Windows-Driver-Frameworks,6,6
Microsoft,IEDiagnosticsAdapter,53,53
Microsoft,cocos2d-x-3rd-party-libs-src,0,0
Microsoft,DirectXTex,51,51
Microsoft,WPF-Samples,40,40
Microsoft,extendvs,51,51
Microsoft,Windows-appsample-networkhelper,8,8
Microsoft,java-example-client-basics,0,0
Microsoft,node-uwp,29,0
Microsoft,VSSDK-Extensibility-Samples,61,67
Microsoft,WindowsProtocolTestSuites,107,107
Microsoft,Pyjion,211,0
Microsoft,VSLua,27,27
Microsoft,PowerBI-JavaScript,190,0
Microsoft,code-push-beta-backend,2,2
Microsoft,code-push-ci,0,0
Microsoft,ApplicationInsights-dotnet-server,536,564
Microsoft,pict,16,16
Microsoft,caffe,156,0
Microsoft,cordova-docs-ja-jp,0,0
Microsoft,81toUWPUpgrader,0,0
Microsoft,Imagine_binary-break-in,0,0
Microsoft,ProjectOxford-ClientSDK-Dev,18,18
Microsoft,vscode-htmlhint,24,24
Microsoft,Dynamics-AX-Integration,21,21
Microsoft,ChakraCorePrivate,0,0
Microsoft,hardware_partner_grouppolicy,0,0
Microsoft,hardware-dev-design,4,4
Microsoft,pbuild,20,20
Microsoft,VBA-content_de-de,0,0
Microsoft,Sway_pt-br,0,0
Microsoft,Sway_ru-ru,0,0
Microsoft,Sway_zh-cn,0,0
Microsoft,microsoft-r-content,0,0
Microsoft,RTVS-datasets,0,0
Microsoft,PowerBI-visual-tools-old,0,0
Microsoft,vscode-chrome-debug-core,201,0
Microsoft,edge-diagnostics-launch,8,8
Microsoft,ExternalTfsExtension,0,0
Microsoft,BotBuilder-Dev,1,1
Microsoft,XmlNotepad,16,16
Microsoft,xrm-platform-test,4,4
Microsoft,PhyloD,0,0
Microsoft,spdx-simplify,1,1
Microsoft,templates.msdn.msft,4,4
Microsoft,bond-comm-cs-example,1,1
Microsoft,HealthVault-Windows8,1,0
Microsoft,Cognitive-Common-Windows,7,7
Microsoft,monaco-typescript,3,3
Microsoft,NCM-Driver-for-Windows,1,0
Microsoft,ionic2-typescript-blank,7,7
Microsoft,monaco-json,0,0
Microsoft,Cognitive-Documentation-Dev,1,1
Microsoft,Imagine_sylvan-sprinter,0,0
Microsoft,taco-cli,0,0
Microsoft,Power-Bi-Power-Scripts,0,0
Microsoft,Cognitive-Samples-VideoFrameAnalysis,4,4
Microsoft,iCMS_WDG_Pilot_II_Prod_el-GR,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_lv-LV,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_nl-BE,0,0
Microsoft,Cognitive-EventKnowledge-Windows,1,1
Microsoft,windows-dev-center-vsts-extension,31,32
Microsoft,satcheljs-snapshots,2,2
Microsoft,intuna-platform,24,24
Microsoft,testfx,179,0
Microsoft,azure-onboarding-guidance,0,0
Microsoft,rudder,2,2
Microsoft,ODBC-Specification,119,119
Microsoft,Build-omi,9,0
Microsoft,vsts-extension-toggle-control,13,13
Microsoft,PowerBI-extensibility-text-utility,1,1
Microsoft,OCS-GoNoGo-Dashboard,0,0
Microsoft,microsoft-r-open,24,0
Microsoft,UnitTestBoilerplateGenerator,14,14
Microsoft,java-to-csharp-api-generator,40,40
Microsoft,skytest_el-GR,0,0
Microsoft,vs-setup-samples,9,9
Microsoft,vscode-html-languageservice,11,11
Microsoft,vscode-workspaceconfig-sample,0,0
Microsoft,MsUEFI-Test,0,0
Microsoft,Windows_Protocols_OD_Network_Captures,0,0
Microsoft,Partner-Center-Connector,0,0
Microsoft,BotBuilder-WebJobs-BotExtension,3,4
Microsoft,ghcrawler,91,0
Microsoft,sp-dev-docs.es_es,0,0
Microsoft,sp-dev-docs.zh_cn,0,0
Microsoft,xbox-live-plugin-shared,12,0
Microsoft,BikeSharing360_MobileApps,19,19
Microsoft,SwitchSite,8,8
Microsoft,DSCConfiguration.Template,0,0
Microsoft,vscode-arduino,291,0
Microsoft,bacnet_gw,0,0
Microsoft,TestRepoProvision,0,0
Microsoft,generator-prose,1,1
Microsoft,VSSTESTER,1,1
Microsoft,r-server-dotnet-visualizing-sql-azure-data-in-r,0,0
Microsoft,acceleratoRs,2,2
Microsoft,pxt-sparkfun,30,36
Microsoft,azure-mbed-os5-test,1,1
Microsoft,vsts-task-tool-lib,11,12
Microsoft,powerbi-visuals-spline-interactive,0,0
Microsoft,vscode-emmet,3,3
Microsoft,PartsUnlimitedMRPmicro,2,2
Microsoft,cds-sdk-samples,0,0
Microsoft,Cognitive-Common-DotNetCore,0,0
Microsoft,vs-editor-api,0,0
Microsoft,car-trumps,1,1
Microsoft,phone-info,2,2
Microsoft,space-blok-wp,0,0
Microsoft,chroma-key-demo,2,2
Microsoft,nokia-x-in-app-payment-samples,1,1
Microsoft,PowerShell-DSC-for-Linux,265,266
Microsoft,Azure-DDP,1,1
Microsoft,lumia-sensorcore-simulation,0,0
Microsoft,HoneywellProtonCOptimization,0,0
Microsoft,visualfsharp,3009,3024
Microsoft,kGrid,2,2
Microsoft,node-msft,235,235
Microsoft,PartsUnlimited,122,0
Microsoft,ApplicationInsights-SDK-Labs,108,115
Microsoft,MIEngine,586,0
Microsoft,textmate-lib,0,0
Microsoft,PlistCpp,1,1
Microsoft,clang-1,0,0
Microsoft,PowerBI-canvas,0,0
Microsoft,vscode-SpellMD,1,0
Microsoft,vsts-cordova-tasks,68,0
Microsoft,moodle-block_microsoft,2,2
Microsoft,TypeScript-TmLanguage,451,451
Microsoft,vsts-nuget-bootstrapper,9,9
Microsoft,hummingbird,6,6
Microsoft,MIMWAL,34,34
Microsoft,ux_guidelines_zh-tw,0,0
Microsoft,CNTK-Docu-Private,0,0
Microsoft,ChakraCoreDoNotUse3,45,45
Microsoft,react-native-windows,1113,0
Microsoft,BannedPasswordFilter,0,0
Microsoft,GarageDataJob-Appfigures,0,0
Microsoft,GarageDataJob-UserVoice,0,0
Microsoft,ChakraCore,2935,2949
Microsoft,NoSQLProvider,15,27
Microsoft,CloudStoreCacheSandbox,0,0
Microsoft,mbit,54,54
Microsoft,Appsample-Photosharing,41,41
Microsoft,go-winio,52,52
Microsoft,vsts-docker,44,45
Microsoft,knockout-validation,8,8
Microsoft,VSTS-Docker-Preview,14,0
Microsoft,knockout-json-schema,8,8
Microsoft,vsts-dotnet-oauth-sample,2,2
Microsoft,java-on-azure,131,131
Microsoft,vsts-cloudfoundry,5,5
Microsoft,EventHubDataPusher,0,0
Microsoft,PowerBI-desktop-community,0,0
Microsoft,minecraft-bot,0,0
Microsoft,vsts-nexus,17,0
Microsoft,Loop-Sample-TestUser-Android,8,8
Microsoft,mwt-ds-management-center-deprecated-,8,8
Microsoft,Cognitive-Emotion-Android,9,9
Microsoft,Docs,51,51
Microsoft,orcabot,0,0
Microsoft,kafka-proxy-ws,2,2
Microsoft,iCMS_WDG_Pilot_II_Prod_bn-BD,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_en-GB,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_fi-fi,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_hu-HU,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_km-KH,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_sw-KE,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_te-IN,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_uk-UA,0,0
Microsoft,pxt-blocky-talky-bluetooth,0,0
Microsoft,ospo-witness-service-security,14,14
Microsoft,HandwritingVsPort,0,0
Microsoft,satcheljs-stitch,2,2
Microsoft,ostc-teamdocs,0,0
Microsoft,gulp-core-build-serve,10,10
Microsoft,web-library-build,6,6
Microsoft,OMS,2,2
Microsoft,fluent-designer,0,0
Microsoft,ospo-ipscanning-hibs,7,16
Microsoft,Windows-appsample-lunch-scheduler,0,0
Microsoft,Cognitive-LUIS-Android,9,10
Microsoft,Cognitive-LUIS-Node.js,8,9
Microsoft,iot-samples-ted,0,0
Microsoft,ILMerge,12,14
Microsoft,Techcon_dogfooding2_pt-BR,0,0
Microsoft,prot-od-netcaps,16,16
Microsoft,Microsoft-graph-docs,0,0
Microsoft,dynamics365hubpages,43,43
Microsoft,Detours,0,0
Microsoft,dotnet-framework-docker-samples,8,8
Microsoft,adla-vscode,0,0
Microsoft,clarity-analytics,3,7
Microsoft,Loop-Provider-Activity,0,0
Microsoft,DevSandbox,43,43
Microsoft,deprecated-pxt-littlebits-arduino-bit,0,0
Microsoft,ospo-attribution-service,0,0
Microsoft,mvp-summit-iot-workshop,16,16
Microsoft,d365-cdm-clientsdk,0,0
Microsoft,MS_UEFI,0,0
Microsoft,powerbi-visuals-sankey,4,4
Microsoft,nav-content,5,5
Microsoft,sqltoolssdk,0,0
Microsoft,VeniceUWPKeynote,0,0
Microsoft,vsts-import-process-sample,0,0
Microsoft,checkedc-llvm-test-suite,34,34
Microsoft,debug-adapter-protocol,0,0
Microsoft,vscode-r,0,0
Microsoft,WingtipSaaS,11,15
Microsoft,code-snacks-sql2016,0,2
Microsoft,OMS_DeviceTwin_Connector,0,0
Microsoft,InQRy,0,0
Microsoft,healthagent-textToSpeech,0,0
Microsoft,AuthTelemetrySDK,0,0
Microsoft,ospo-opensource-docs,30,32
Microsoft,azure-iot-developer-kit,5,5
Microsoft,emat,1,1
Microsoft,jwilcox-jmw-test-2,0,0
Microsoft,movie-db-java-on-aws,0,0
Microsoft,MRDesignLabs_Unity_PeriodicTable,1,1
Microsoft,vs-mef,6,6
Microsoft,ospo-testing-manager-new-repos,0,0
Microsoft,Cortana-Skills-Samples-Build-2017,0,0
Microsoft,windows-framer-toolkit,1,1
Microsoft,protractor,0,0
Microsoft,Test-CLA-Hub-DEV,3,0
Microsoft,mwt-ds-explore,1,1
Microsoft,moodle-assignfeedback_onenote,1,1
Microsoft,llvm,142,142
Microsoft,deployr-cli,4,4
Microsoft,dotnet-client-library,11,11
Microsoft,bench-view,6,6
Microsoft,cordova-plugin-ms-appinsights,20,20
Microsoft,xblock-filestorage,2,2
Microsoft,Chakra-Samples,78,0
Microsoft,vsminecraft,37,0
Microsoft,code-push-service,532,0
Microsoft,optee,3,0
Microsoft,tfs-cli,209,0
Microsoft,cordova-plugin-vs-taco-support,2,2
Microsoft,ProtocolTestFramework,22,22
Microsoft,microbit-touchdevelop,2,2
Microsoft,unityplugins,33,0
Microsoft,vscode-languageworker-dotnet,1,1
Microsoft,compoundfilereader,1,1
Microsoft,PowerBI-CSharp,99,0
Microsoft,JSanity,13,13
Microsoft,OMS-Agent-for-Linux,466,0
Microsoft,visualfsharpdocs,288,288
Microsoft,ospo-ossregister,102,0
Microsoft,vscode-eslint,238,238
Microsoft,windows-driver-docs,85,102
Microsoft,VSTS.PackageManagement.FileshareMigrationTool,0,0
Microsoft,ospo-3rdpartycode,3,3
Microsoft,spinnaker,1,1
Microsoft,xblock-onedrive,0,0
Microsoft,OneAPI,44,0
Microsoft,OneweekVoting,0,0
Microsoft,openscraping-lib-csharp,8,8
Microsoft,node-style-guide,0,0
Microsoft,ostc-docs,23,24
Microsoft,VBA-content_zh-cn,0,0
Microsoft,Xbox-ATG-Samples,1,1
Microsoft,pxt-microbit-core,1,1
Microsoft,CommandLine-Documentation,38,38
Microsoft,node-core,1,0
Microsoft,Folder-Management,0,0
Microsoft,WinObjC-Samples,28,36
Microsoft,ws2016lab,32,33
Microsoft,vscode-marketplace,25,25
Microsoft,Ballard,0,0
Microsoft,Convert-WindowsImage,1,1
Microsoft,vsts-prepare-java-env,0,0
Microsoft,ionic-typescript-sidemenu,0,0
Microsoft,ostc-tools,4,4
Microsoft,deprecated-pxt-windowsiot,0,0
Microsoft,templating-test,0,0
Microsoft,Newton,0,0
Microsoft,AZRDAV-PR,0,0
Microsoft,Loop-Sample-Hello-Android,9,9
Microsoft,Cognitive-Face-Android,13,13
Microsoft,staticstaging,1,1
Microsoft,WindowsDevicePortalWrapper,235,241
Microsoft,fb.resnet.torch,7,7
Microsoft,deprecated-pxt-arduino,0,0
Microsoft,core,1,1
Microsoft,iCMS_WDG_Pilot_II_Prod_kk-KZ,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_lo-LA,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_sr-Latn-RS,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_ta-IN,0,0
Microsoft,iCMS_WDG_Pilot_II_Prod_tr-TR,0,0
Microsoft,iot-adk-addonkit,0,0
Microsoft,edx-platform,22,25
Microsoft,PowerBI-visuals-bankingForTheBlind,0,0
