org,repo_name, repo_id,created_at, issue
AZURE-SAMPLES,azure-cosmos-db-graph-java-getting-started,89749112,2017-04-28,extra
AZURE-SAMPLES,azure-cosmos-db-table-dotnet-getting-started,89749314,2017-04-28,extra
AZURE-SAMPLES,azure-iot-gateway-samples-draft,84145023,2017-03-07,extra
AZURE-SAMPLES,bulkimport-hbase-custommapper,84538832,2017-03-10,extra
AZURE-SAMPLES,bulkimport-hbase-hdinsight,84536344,2017-03-10,extra
AZURE-SAMPLES,documentdb-dotnet-streaming-store,68751807,2016-09-20,extra
AZURE-SAMPLES,documentdb-dotnet-throughput,66288950,2016-08-22,extra
AZURE-SAMPLES,iot-hub-node-simulated-device-client-app-,86680055,2017-03-30,extra
AZURE-SAMPLES,service-fabric-dotnet-asynchronous-computing-actors,55559122,2016-04-05,extra
AZURE-SAMPLES,service-fabric-dotnet-click-analytics,55559162,2016-04-05,extra
AZURE-SAMPLES,service-fabric-dotnet-iot-with-event-hubs,55435844,2016-04-04,extra
AZURE-SAMPLES,service-fabric-dotnet-iot-with-iot-hub,55559182,2016-04-05,extra
AZURE-SAMPLES,service-fabric-dotnet-key-functions,65218509,2016-08-08,extra
AZURE-SAMPLES,service-fabric-dotnet-observer,55435755,2016-04-04,extra
AZUREAD,azuread-requests,45280374,2015-10-30,extra
AZURECAT-GSI,control-repo,85365404,2017-03-18,extra
AZURECAT-GSI,proximityapp,90052643,2017-05-02,extra
AZURECAT-GSI,sap-hana-deploy,87975555,2017-04-11,extra
AZURECAT-GSI,sapautomation,85138838,2017-03-16,extra
BITSTADIUM,crashprobe-applicationinsights,38114946,2015-06-26,extra
BITSTADIUM,crashprobe-crashlytics,38056299,2015-06-25,extra
BITSTADIUM,machotool,4744839,2012-06-21,extra
CONTOSO-D,azure-github-organization,26469955,2014-11-11,extra
CONTOSODEV,repositoryeventtest,86847488,2017-03-31,extra
DOTNET,design,85261268,2017-03-17,extra
DOTNET,eshoponcontainers,70104825,2016-10-05,extra
DOTNET,eshoponweb,83380995,2017-02-28,extra
DOTNET,pr-demo,83422873,2017-02-28,extra
GLIMPSE,glimpse.docs-vscode,85233600,2017-03-16,extra
GLIMPSE,glimpse.website,85233642,2017-03-16,extra
GLIMPSE,glimpse.website-vscode,85353470,2017-03-17,extra
GLIMPSE,website,67244687,2016-09-02,extra
LIS,kernel,83853102,2017-03-04,extra
LIS,kernel,84383606,2017-03-09,extra
MICROSOFT,360-player,67749651,2016-09-09,extra
MICROSOFT,adla-vscode,71860415,2016-10-25,extra
MICROSOFT,adminrepo_fr-fr,67671997,2016-09-08,extra
MICROSOFT,adminrepo_zh-tw,67671996,2016-09-08,extra
MICROSOFT,android-company-portal-helper-bot,78653783,2017-01-11,extra
MICROSOFT,andy-arduino-debugger,90097141,2017-05-03,extra
MICROSOFT,authtelemetrysdk,86498542,2017-03-28,extra
MICROSOFT,azrdav,58863430,2016-05-15,extra
MICROSOFT,azure_oss_devops,78683151,2017-01-11,extra
MICROSOFT,azureautomation-vm-testtools-for-linux,89525649,2017-04-26,extra
MICROSOFT,brandon,90094250,2017-05-03,extra
MICROSOFT,build-2016-b808-appextensibilitysample,56014062,2016-04-11,extra
MICROSOFT,ce-csi-doc,52388673,2016-02-23,extra
MICROSOFT,clang-cppstat,39858597,2015-07-28,extra
MICROSOFT,cntk-docu-private,47701143,2015-12-09,extra
MICROSOFT,commercialhaskell,30552920,2015-02-09,extra
MICROSOFT,cortanaskills.net,84890561,2017-03-14,extra
MICROSOFT,cppcodeanalysis,54931190,2016-03-28,extra
MICROSOFT,cpplab,30385774,2015-02-06,extra
MICROSOFT,csp-hybrid-identity,64237882,2016-07-26,extra
MICROSOFT,ctstraffic,87572106,2017-04-07,extra
MICROSOFT,d365-cdm-clientsdk,72671291,2016-11-02,extra
MICROSOFT,d365-cdm-clientsdk-httpproxy,72671644,2016-11-02,extra
MICROSOFT,dataprotocol-node,79515621,2017-01-20,extra
MICROSOFT,deprecated-pxt-makerjs,58672918,2016-05-12,extra
MICROSOFT,devskim-rules,70931549,2016-10-14,extra
MICROSOFT,devskim-visualstudio,70931459,2016-10-14,extra
MICROSOFT,docsscratch,63635406,2016-07-18,extra
MICROSOFT,dotnet-security,89532286,2017-04-26,extra
MICROSOFT,dsc-ea,76681965,2016-12-16,extra
MICROSOFT,dynamics-ax2012-alm,74178606,2016-11-19,extra
MICROSOFT,dynamicselfhelp,72477567,2016-10-31,extra
MICROSOFT,emll,57418264,2016-04-29,extra
MICROSOFT,esignforms,9963144,2013-05-09,extra
MICROSOFT,eslint-microsoft-contrib,67777445,2016-09-09,extra
MICROSOFT,gitstatuscache.net,82991500,2017-02-24,extra
MICROSOFT,graphengine,65968909,2016-08-18,extra
MICROSOFT,gslspec,43478601,2015-10-01,extra
MICROSOFT,gulp-core-build-typescript,65429282,2016-08-11,extra
MICROSOFT,hackday_oss,86487239,2017-03-28,extra
MICROSOFT,hdi-gb-cert,74442178,2016-11-22,extra
MICROSOFT,healthagent,83978391,2017-03-05,extra
MICROSOFT,healthagent-texttospeech,84069011,2017-03-06,extra
MICROSOFT,healthchecker,79975961,2017-01-25,extra
MICROSOFT,healthvault-windows8,5989500,2012-09-27,extra
MICROSOFT,hyper-v-uefi,49607954,2016-01-13,extra
MICROSOFT,imagine_databases-and-loc,63817680,2016-07-20,extra
MICROSOFT,imagine_dungeon-wizard,63817600,2016-07-20,extra
MICROSOFT,imagine_forest-firefighter,63817513,2016-07-20,extra
MICROSOFT,imagine_paper-cutter,63370572,2016-07-14,extra
MICROSOFT,imagine_wiki-maker,63370733,2016-07-14,extra
MICROSOFT,iot-samples-ted,67635396,2016-09-07,extra
MICROSOFT,itpro-browsers,51313316,2016-02-08,extra
MICROSOFT,jmw-testing-jwilcox-3,87562610,2017-04-07,extra
MICROSOFT,jwilcox-jmw-test-2,87562402,2017-04-07,extra
MICROSOFT,jwilcox-test-1,87559717,2017-04-07,extra
MICROSOFT,knockout-schema,54457375,2016-03-22,extra
MICROSOFT,line-bot-awards-azure-starter-kit,81999953,2017-02-14,extra
MICROSOFT,llvm-cppstat,39858452,2015-07-28,extra
MICROSOFT,loader-load-themed-styles,65429570,2016-08-11,extra
MICROSOFT,loader-raw-script,65429544,2016-08-11,extra
MICROSOFT,loader-set-webpack-public-path,65429464,2016-08-11,extra
MICROSOFT,mapsopendata,71914425,2016-10-25,extra
MICROSOFT,microbit-scratch,47434583,2015-12-04,extra
MICROSOFT,microbit-shake,44561563,2015-10-19,extra
MICROSOFT,microsoft-r-content,52798941,2016-02-29,extra
MICROSOFT,microsoft-r-deployr-api-content,60709108,2016-06-08,extra
MICROSOFT,mobile-center-quickstart-android,85006275,2017-03-14,extra
MICROSOFT,mobile-center-quickstart-ios,85006355,2017-03-14,extra
MICROSOFT,mobile-center-react-native-app,75879922,2016-12-07,extra
MICROSOFT,ms-open-source-hub-private,29111976,2015-01-12,extra
MICROSOFT,msbvnext-staging,43505687,2015-10-01,extra
MICROSOFT,mstest.testframework,63302190,2016-07-14,extra
MICROSOFT,msuefi-test,68734000,2016-09-20,extra
MICROSOFT,ncm-driver-for-windows,60921992,2016-06-11,extra
MICROSOFT,node-core,54597305,2016-03-23,extra
MICROSOFT,node-style-guide,49659694,2016-01-14,extra
MICROSOFT,nvs,69993022,2016-10-04,extra
MICROSOFT,ocs-gonogo-dashboard,66412178,2016-08-23,extra
MICROSOFT,od-netcaps,69053796,2016-09-23,extra
MICROSOFT,oneapi,48086345,2015-12-16,extra
MICROSOFT,ospo-jmw-api-test,89287250,2017-04-24,extra
MICROSOFT,ospo-keyboard-kitty,89287489,2017-04-24,extra
MICROSOFT,ospo-ossregister,44828638,2015-10-23,extra
MICROSOFT,ospo-testing-manager-new-repos,90295280,2017-05-04,extra
MICROSOFT,ospo-testing-manager-new-repos1,90295623,2017-05-04,extra
MICROSOFT,ospo-witness-cgsync,50016672,2016-01-20,extra
MICROSOFT,partner-center-bot,80063113,2017-01-25,extra
MICROSOFT,pilotkedonov_de-de,67175603,2016-09-02,extra
MICROSOFT,pilotkedonov_zh-tw,67175602,2016-09-02,extra
MICROSOFT,pxt-blocky-talky-bluetooth,64237516,2016-07-26,extra
MICROSOFT,pxt-microbit-releases,71560400,2016-10-21,extra
MICROSOFT,serviceprofiler,47219136,2015-12-01,extra
MICROSOFT,shuttleexplorer,74053606,2016-11-17,extra
MICROSOFT,sonos-service,84173289,2017-03-07,extra
MICROSOFT,splunkaddonforazuremonitoractivitylogs,83829449,2017-03-03,extra
MICROSOFT,splunkaddonforazuremonitormetrics,82881369,2017-02-23,extra
MICROSOFT,sway_de-de,50459284,2016-01-26,extra
MICROSOFT,sway_es-es,50459331,2016-01-26,extra
MICROSOFT,sway_fr-fr,50459366,2016-01-26,extra
MICROSOFT,sway_it-it,50459414,2016-01-26,extra
MICROSOFT,sway_ja-jp,50459451,2016-01-26,extra
MICROSOFT,sway_ko-kr,50459507,2016-01-26,extra
MICROSOFT,sway_pt-br,50459554,2016-01-26,extra
MICROSOFT,sway_ru-ru,50459603,2016-01-26,extra
MICROSOFT,sway_zh-cn,50459649,2016-01-26,extra
MICROSOFT,sway_zh-tw,50464532,2016-01-26,extra
MICROSOFT,techcon_dogfooding2,67799023,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_de-de,67799292,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_es-es,67799295,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_fr-fr,67799291,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_ja-jp,67799293,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_pt-br,67799287,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_ru-ru,67799294,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_zh-cn,67799288,2016-09-09,extra
MICROSOFT,techcon_dogfooding2_zh-tw,67799289,2016-09-09,extra
MICROSOFT,techcon_dogfooding_es-es,67798156,2016-09-09,extra
MICROSOFT,techcon_dogfooding_fr-fr,67798149,2016-09-09,extra
MICROSOFT,techcon_dogfooding_ja-jp,67798152,2016-09-09,extra
MICROSOFT,techcon_dogfooding_pt-br,67798143,2016-09-09,extra
MICROSOFT,techcon_dogfooding_ru-ru,67798154,2016-09-09,extra
MICROSOFT,techcon_dogfooding_zh-cn,67798144,2016-09-09,extra
MICROSOFT,techcon_dogfooding_zh-tw,67798147,2016-09-09,extra
MICROSOFT,techcon_test2_es-es,67720946,2016-09-08,extra
MICROSOFT,techcon_test2_ja-jp,67720944,2016-09-08,extra
MICROSOFT,techcon_test2_pt-br,67720938,2016-09-08,extra
MICROSOFT,test-cla-hub-dev,25268980,2014-10-15,extra
MICROSOFT,test-cla-hub-ppe,25269228,2014-10-15,extra
MICROSOFT,testingagainked_fr-fr,68133728,2016-09-13,extra
MICROSOFT,testingagainked_zh-tw,68133727,2016-09-13,extra
MICROSOFT,uwp-appsample-test,90671650,2017-05-08,extra
MICROSOFT,ux_guidelines_de-de,47638232,2015-12-08,extra
MICROSOFT,ux_guidelines_es-es,47638308,2015-12-08,extra
MICROSOFT,ux_guidelines_fr-fr,47638353,2015-12-08,extra
MICROSOFT,ux_guidelines_it-it,47638419,2015-12-08,extra
MICROSOFT,ux_guidelines_ja-jp,47638463,2015-12-08,extra
MICROSOFT,ux_guidelines_ko-kr,47638536,2015-12-08,extra
MICROSOFT,ux_guidelines_pt-br,47638589,2015-12-08,extra
MICROSOFT,ux_guidelines_ru-ru,47638636,2015-12-08,extra
MICROSOFT,ux_guidelines_zh-cn,47638702,2015-12-08,extra
MICROSOFT,ux_guidelines_zh-tw,47638753,2015-12-08,extra
MICROSOFT,vs-servicehub,70068091,2016-10-05,extra
MICROSOFT,vscode-connect,45856174,2015-11-09,extra
MICROSOFT,vscode-editor,46128261,2015-11-13,extra
MICROSOFT,vscode-spellmd,42658311,2015-09-17,extra
MICROSOFT,vsglimpse,54146375,2016-03-17,extra
MICROSOFT,wim2img,58580844,2016-05-11,extra
MICROSOFT,windows-appsample-get-started-mg2d,84114807,2017-03-06,extra
MICROSOFT,windows-tutorials-webvr,90200750,2017-05-03,extra
MICROSOFT,windows_protocols_od_network_captures,69052662,2016-09-23,extra
MICROSOFT,winobjc-mway,65939825,2016-08-17,extra
MICROSOFT,winobjc-tools,66575132,2016-08-25,extra
MICROSOFT,xbox-live-beam-api,78786546,2017-01-12,extra
MICROSOFT,xbox-live-beam-api-csharp,78488559,2017-01-10,extra
MICROSOFT,xbox-live-plugin-shared,74616938,2016-11-23,extra
MICROSOFT-CISL,big-data-benchmark-for-big-bench,34874123,2015-04-30,extra
MICROSOFT-CISL,cachefs,43526771,2015-10-01,extra
MICROSOFT-CISL,cspark,43172973,2015-09-25,extra
MICROSOFT-CISL,cspark-cisl-bing,40377695,2015-08-07,extra
MICROSOFT-CISL,flare,55812741,2016-04-08,extra
MICROSOFT-CISL,hive,22610883,2014-08-04,extra
MICROSOFT-CISL,incubator-reef,30330372,2015-02-05,extra
MICROSOFT-CISL,lambda,36400389,2015-05-27,extra
MICROSOFT-CISL,mercury-external,30882825,2015-02-16,extra
MICROSOFT-CISL,merlin,36400140,2015-05-27,extra
MICROSOFT-CISL,newdehli,23370047,2014-08-26,extra
MICROSOFT-CISL,osprey,10634484,2013-06-12,extra
MICROSOFT-CISL,rayon-collaborations,27893313,2014-12-11,extra
MICROSOFT-CISL,rayon-ilp,20706212,2014-06-11,extra
MICROSOFT-CISL,reef,14316281,2013-11-11,extra
MICROSOFT-CISL,shimoga,24774127,2014-10-03,extra
MICROSOFT-CISL,sparkclr,46772586,2015-11-24,extra
MICROSOFT-CISL,tang,7785509,2013-01-23,extra
MICROSOFT-CISL,tensorfactorization,20747606,2014-06-11,extra
MICROSOFT-CISL,tez,20981500,2014-06-18,extra
MICROSOFT-CISL,tron,31610544,2015-03-03,extra
MICROSOFT-CISL,wabd,22924866,2014-08-13,extra
MICROSOFT-CISL,wake,14214834,2013-11-07,extra
MICROSOFT-CISL,ycsb,15294314,2013-12-18,extra
MICROSOFT-NOTES,azure-rest-api-specs,86014755,2017-03-24,extra
MICROSOFT-NOTES,insights-client-dotnet,86538174,2017-03-29,extra
MICROSOFT-NOTES,insights-windows,86538103,2017-03-29,extra
MICROSOFT-NOTES,nsrange,88728218,2017-04-19,extra
MICROSOFT-NOTES,swift-nsrange,88862917,2017-04-20,extra
MICROSOFT-NOTES,win2d,53367481,2016-03-07,extra
MICROSOFT-NOTES,windows-inkanalysis,80067381,2017-01-25,extra
MICROSOFTDOCS,azure-docs-powershell-servicefabric,84140875,2017-03-07,extra
MICROSOFTDOCS,azure-powershell,85358076,2017-03-17,extra
MICROSOFTDOCS,azurestack-quickstart-templates,88208578,2017-04-13,extra
MICROSOFTDOCS,botframework-docs,85729511,2017-03-21,extra
MICROSOFTDOCS,botframework-docs-api,86527309,2017-03-29,extra
MICROSOFTDOCS,datamigrationteam,89632076,2017-04-27,extra
MICROSOFTDOCS,dm_jumpstart,89291205,2017-04-24,extra
MICROSOFTDOCS,dm_jumpstart_pvt,89286502,2017-04-24,extra
MICROSOFTDOCS,docs-cla-test-jmw,89730194,2017-04-28,extra
MICROSOFTDOCS,dynamics365-customer-insights,89530592,2017-04-26,extra
MICROSOFTDOCS,fenxu_oploc_test_repo,84923421,2017-03-14,extra
MICROSOFTDOCS,jongellerloctest,84871505,2017-03-13,extra
MICROSOFTDOCS,jongellerloctest,84872527,2017-03-13,extra
MICROSOFTDOCS,op-cla-test,84282068,2017-03-08,extra
MICROSOFTDOCS,oploc_test_dd,84928628,2017-03-14,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90078183,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90079505,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90082260,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90082689,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90082793,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90082966,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90083323,2017-05-02,extra
MICROSOFTDOCS,ospo-jwilcox-api-test-1,90083937,2017-05-02,extra
MICROSOFTDOCS,saldana-test-deleteme,83478972,2017-02-28,extra
MICROSOFTDOCS,saldana-test-deleteme2,85364272,2017-03-18,extra
MICROSOFTDOCS,saldana-test-deleteme3,87582511,2017-04-07,extra
MICROSOFTEDGE,protractor,19079497,2014-04-23,extra
MICROSOFTEDGE,protractor-services,61564801,2016-06-20,extra
MICROSOFTGRAPH,msgraph-sdk-javascript-old,59062251,2016-05-17,extra
MICROSOFTGRAPH,ruby-snippets-sample,62165902,2016-06-28,extra
MICROSOFTGRAPH,teamstarter,53291794,2016-03-07,extra
MSFTBERLIN,copyblobtesting,86589983,2017-03-29,extra
MSFTBERLIN,oss-portal-requests,50862488,2016-02-01,extra
MSFTBERLIN,todo-licenseterms,88724823,2017-04-19,extra
MSPNP,acom,53963345,2016-03-15,extra
MSPNP,azure-solutions-digital-marketing-reference-implementation,68149155,2016-09-13,extra
MSPNP,azurecat,81394170,2017-02-09,extra
MSPNP,azurecatdemo,85111525,2017-03-15,extra
MSPNP,blueprints,52817247,2016-02-29,extra
MSPNP,elasticsearch,85628547,2017-03-20,extra
MSPNP,resiliency,64790610,2016-08-02,extra
MSPNP,solutions,78797216,2017-01-12,extra
MSPNP,sustaining-engineering,58676814,2016-05-12,extra
OFFICEDEV,addin-playground-runner,82865112,2017-02-23,extra
OFFICEDEV,microsoft-teams-sample-custombot,82720926,2017-02-21,extra
OFFICEDEV,microsoft-teams-sample-vstsbot,90650874,2017-05-08,extra
OFFICEDEV,outlook-actionable-messages-utilities,85882674,2017-03-22,extra
OFFICEDEV,word-add-in-gettingstartedfabricreact,87370016,2017-04-06,extra
WINDOWSAZURE-TOOLKITS,wa-toolkit-android,2298769,2011-08-31,extra
WINDOWSAZURE-TOOLKITS,wa-toolkit-cloudreadypackages,2040340,2011-07-13,extra
WINDOWSAZURE-TOOLKITS,wa-toolkit-ios,1712954,2011-05-06,extra
WINDOWSAZURE-TOOLKITS,wa-toolkit-maccloudconfigutility,4436229,2012-05-24,extra
WINDOWSAZURE-TOOLKITS,wa-toolkit-wp-nugets,3097893,2012-01-03,extra
YAMMER,hackday_oss,85002861,2017-03-14,extra
